module_rel,kind,qualname,lineno,end_lineno
pdf_atomizer.py,method,PDFAatomizer._extract_signatures,238,251
pdf_atomizer.py,method,PDFAatomizer._extract_text_positions,195,215
pdf_atomizer.py,method,PDFAatomizer._extract_trailer,148,150
pdf_atomizer.py,method,PDFAatomizer._extract_xref,137,145
pdf_atomizer.py,method,PDFAatomizer.explode,78,94
pdf_atomizer.py,method,PDFAatomizer.rebuild,96,110
pdf_atomizer.py,method,PDFAatomizer.text_to_yaml,116,126
pdf_atomizer.py,method,PDFAatomizer.to_json,112,114
pdf_atomizer.py,method,PDFAtoms.__init__,45,61
pdf_erstellen_komplett.py,func,_generate_legacy_pdf_optional,28,102
pdf_erstellen_komplett.py,func,_load_texts,16,25
pdf_erstellen_komplett.py,func,_read_json,105,112
pdf_erstellen_komplett.py,func,main,115,148
pdf_erstellen_komplett.py,func,render_ui,151,256
pdf_generator.py,func,_add_product_details_to_story,1377,1519
pdf_generator.py,func,_build_chart_kpi_html,629,668
pdf_generator.py,func,_create_no_data_fallback_pdf,2861,2924
pdf_generator.py,func,_create_product_table_with_image,1355,1375
pdf_generator.py,func,_draw_cover_letter,958,964
pdf_generator.py,func,_draw_cover_page,951,956
pdf_generator.py,func,_draw_custom_content,970,979
pdf_generator.py,func,_draw_extended_analysis,990,1001
pdf_generator.py,func,_draw_offer_table,966,968
pdf_generator.py,func,_generate_complete_salutation_line,1208,1235
pdf_generator.py,func,_get_chart_description,1052,1153
pdf_generator.py,func,_get_image_flowable,907,949
pdf_generator.py,func,_get_next_offer_number,1272,1280
pdf_generator.py,func,_prepare_cost_table_for_pdf,1282,1314
pdf_generator.py,func,_prepare_simulation_table_for_pdf,1316,1353
pdf_generator.py,func,_replace_placeholders,1238,1270
pdf_generator.py,func,_sanitize_chart_title,616,627
pdf_generator.py,func,_update_styles_with_dynamic_colors,875,904
pdf_generator.py,func,_validate_pdf_data_availability,2778,2860
pdf_generator.py,func,create_offer_pdf,1012,1050
pdf_generator.py,func,format_kpi_value,592,614
pdf_generator.py,func,generate_main_template_pdf_bytes,317,354
pdf_generator.py,func,generate_offer_pdf,1522,2717
pdf_generator.py,func,generate_offer_pdf_with_main_templates,356,554
pdf_generator.py,func,get_text,586,590
pdf_generator.py,func,merge_pdfs,2719,2776
pdf_generator.py,func,page_layout_handler,1155,1206
pdf_generator.py,class,PDFGenerator,83,314
pdf_generator.py,class,PageNumCanvas,802,821
pdf_generator.py,class,SetCurrentChapterTitle,869,873
pdf_generator.py,class,SimpleHRFlowable,830,867
pdf_generator.py,method,PDFGenerator.__init__,86,101
pdf_generator.py,method,PDFGenerator._draw_cover_letter,169,176
pdf_generator.py,method,PDFGenerator._draw_cover_page,161,167
pdf_generator.py,method,PDFGenerator._draw_custom_content,246,255
pdf_generator.py,method,PDFGenerator._draw_heatpump_section,215,234
pdf_generator.py,method,PDFGenerator._draw_offer_table,178,210
pdf_generator.py,method,PDFGenerator._get_module_map,236,244
pdf_generator.py,method,PDFGenerator._header_footer,103,134
pdf_generator.py,method,PDFGenerator.create_pdf,136,159
pdf_generator.py,method,PDFGenerator.merge_pdfs,257,314
pdf_generator.py,method,PageNumCanvas.__init__,803,809
pdf_generator.py,method,PageNumCanvas.save,814,821
pdf_generator.py,method,PageNumCanvas.showPage,810,812
pdf_generator.py,method,SetCurrentChapterTitle.__init__,870,870
pdf_generator.py,method,SetCurrentChapterTitle.draw,872,873
pdf_generator.py,method,SetCurrentChapterTitle.wrap,871,871
pdf_generator.py,method,SimpleHRFlowable.__init__,831,838
pdf_generator.py,method,SimpleHRFlowable.draw,840,853
pdf_generator.py,method,SimpleHRFlowable.getSpaceAfter,866,867
pdf_generator.py,method,SimpleHRFlowable.getSpaceBefore,863,864
pdf_generator.py,method,SimpleHRFlowable.wrap,855,861
pdf_helpers.py,func,add_page_title_to_story,47,55
pdf_helpers.py,func,create_section_title_mapping,111,134
pdf_helpers.py,func,create_streamlit_pdf_with_enhanced_headers,171,236
pdf_helpers.py,func,integrate_dynamic_headers_into_existing_pdf,137,167
pdf_helpers.py,func,prepare_pdf_with_correct_page_numbers,58,108
pdf_helpers.py,class,PageTitleSetter,9,26
pdf_helpers.py,class,TotalPagesSetter,29,44
pdf_helpers.py,method,PageTitleSetter.__init__,17,21
pdf_helpers.py,method,PageTitleSetter.draw,23,26
pdf_helpers.py,method,TotalPagesSetter.__init__,36,40
pdf_helpers.py,method,TotalPagesSetter.draw,42,44
pdf_migration.py,func,create_migration_stub,78,161
pdf_migration.py,func,migrate_pdf_systems,16,76
pdf_migration.py,func,render_migration_ui,222,231
pdf_migration.py,func,show_migration_overview,163,219
pdf_preview.py,func,create_preview_thumbnail,329,358
pdf_preview.py,func,render_pdf_preview_interface,110,327
pdf_preview.py,class,PDFPreviewEngine,25,108
pdf_preview.py,method,PDFPreviewEngine.__init__,28,31
pdf_preview.py,method,PDFPreviewEngine._create_cache_key,76,85
pdf_preview.py,method,PDFPreviewEngine.generate_preview_pdf,33,74
pdf_preview.py,method,PDFPreviewEngine.pdf_to_images,87,108
pdf_styles.py,func,get_base_table_style,1305,1306
pdf_styles.py,func,get_color_palette,38,52
pdf_styles.py,func,get_data_table_style,1307,1308
pdf_styles.py,func,get_main_product_table_style,1311,1312
pdf_styles.py,func,get_pdf_stylesheet,1274,1304
pdf_styles.py,func,get_product_table_style,1309,1310
pdf_styles.py,func,render_pdf_theme_manager,1171,1260
pdf_styles.py,class,ColorScheme,60,81
pdf_styles.py,class,PDFThemeManager,118,1169
pdf_styles.py,class,PDFVisualEnhancer,83,116
pdf_styles.py,method,ColorScheme.to_dict,71,81
pdf_styles.py,method,PDFThemeManager.__init__,121,319
pdf_styles.py,method,PDFThemeManager._add_gradient_to_bar,603,607
pdf_styles.py,method,PDFThemeManager._create_3d_cost_breakdown,413,439
pdf_styles.py,method,PDFThemeManager._create_amortization_timeline,441,491
pdf_styles.py,method,PDFThemeManager._create_energy_flow_diagram,493,545
pdf_styles.py,method,PDFThemeManager._create_enhanced_generation_chart,380,411
pdf_styles.py,method,PDFThemeManager._create_gauge_chart,578,601
pdf_styles.py,method,PDFThemeManager._create_roi_dashboard,547,576
pdf_styles.py,method,PDFThemeManager._draw_arrow,632,635
pdf_styles.py,method,PDFThemeManager._draw_circle,623,625
pdf_styles.py,method,PDFThemeManager._draw_diamond,627,630
pdf_styles.py,method,PDFThemeManager._draw_hexagon,617,621
pdf_styles.py,method,PDFThemeManager._draw_rounded_rect,609,615
pdf_styles.py,method,PDFThemeManager._generate_color_palette,1107,1130
pdf_styles.py,method,PDFThemeManager._show_theme_preview,1132,1135
pdf_styles.py,method,PDFThemeManager.create_custom_background,637,686
pdf_styles.py,method,PDFThemeManager.create_custom_theme,1137,1169
pdf_styles.py,method,PDFThemeManager.create_enhanced_chart,337,378
pdf_styles.py,method,PDFThemeManager.initialize_session_state,321,333
pdf_styles.py,method,PDFThemeManager.render_pdf_visual_enhancer,688,856
pdf_styles.py,method,PDFThemeManager.render_theme_selector,866,917
pdf_styles.py,method,PDFThemeManager.render_visualization_settings,919,1105
pdf_styles.py,method,PDFVisualEnhancer.__init__,86,116
pdf_template_engine/dynamic_overlay.py,func,_draw_company_logo,148,169
pdf_template_engine/dynamic_overlay.py,func,_draw_donut,188,207
pdf_template_engine/dynamic_overlay.py,func,_draw_global_watermark,51,87
pdf_template_engine/dynamic_overlay.py,func,_draw_page1_kpi_donuts,209,253
pdf_template_engine/dynamic_overlay.py,func,_draw_page4_component_images,368,465
pdf_template_engine/dynamic_overlay.py,func,_draw_top_right_triangle,255,276
pdf_template_engine/dynamic_overlay.py,func,_first_valid_percent,180,186
pdf_template_engine/dynamic_overlay.py,func,_parse_percent,171,178
pdf_template_engine/dynamic_overlay.py,func,_to_bool,38,48
pdf_template_engine/dynamic_overlay.py,func,append_additional_pages,557,570
pdf_template_engine/dynamic_overlay.py,func,generate_custom_offer_pdf,573,591
pdf_template_engine/dynamic_overlay.py,func,generate_overlay,278,365
pdf_template_engine/dynamic_overlay.py,func,int_to_color,140,145
pdf_template_engine/dynamic_overlay.py,func,merge_with_background,468,554
pdf_template_engine/dynamic_overlay.py,func,parse_coords_file,90,137
pdf_template_engine/merger.py,func,merge_first_six_pages,8,18
pdf_template_engine/placeholders.py,func,build_dynamic_data,185,1390
pdf_ui.py,func,_dummy_generate_offer_pdf,29,31
pdf_ui.py,func,_dummy_get_active_company_details,32,33
pdf_ui.py,func,_dummy_list_company_documents,34,35
pdf_ui.py,func,_dummy_load_admin_setting_pdf_ui,21,27
pdf_ui.py,func,_dummy_save_admin_setting_pdf_ui,28,28
pdf_ui.py,func,_get_all_available_chart_keys,67,70
pdf_ui.py,func,_get_all_available_company_doc_ids,72,76
pdf_ui.py,func,get_text_pdf_ui,62,65
pdf_ui.py,func,render_pdf_debug_section,1227,1304
pdf_ui.py,func,render_pdf_ui,79,1159
pdf_ui.py,func,show_advanced_pdf_preview,1162,1224
pdf_widgets.py,func,render_pdf_structure_manager,339,416
pdf_widgets.py,class,PDFSectionManager,24,335
pdf_widgets.py,method,PDFSectionManager.__init__,27,78
pdf_widgets.py,method,PDFSectionManager._render_available_sections,115,124
pdf_widgets.py,method,PDFSectionManager._render_content_editor,218,253
pdf_widgets.py,method,PDFSectionManager._render_custom_section_creator,256,305
pdf_widgets.py,method,PDFSectionManager._render_pdf_structure,126,145
pdf_widgets.py,method,PDFSectionManager._render_pdf_structure_fallback,147,176
pdf_widgets.py,method,PDFSectionManager._render_section_editor,179,216
pdf_widgets.py,method,PDFSectionManager.export_configuration,307,314
pdf_widgets.py,method,PDFSectionManager.import_configuration,316,335
pdf_widgets.py,method,PDFSectionManager.initialize_session_state,81,89
pdf_widgets.py,method,PDFSectionManager.render_drag_drop_interface,92,113
product_attributes.py,func,_ensure_tables,16,34
product_attributes.py,func,bulk_upsert,175,181
product_attributes.py,func,delete_attribute,147,167
product_attributes.py,func,export_attributes_to_csv,185,225
product_attributes.py,func,get_attribute,82,111
product_attributes.py,func,get_attribute_value,170,172
product_attributes.py,func,import_attributes_from_csv,228,266
product_attributes.py,func,list_attributes,114,144
product_attributes.py,func,upsert_attribute,37,79
product_db.py,func,_migrate_product_table_columns,69,137
product_db.py,func,add_product,139,172
product_db.py,func,create_product_table,36,67
product_db.py,func,delete_product,196,206
product_db.py,func,get_product_by_id,233,241
product_db.py,func,get_product_by_model_name,243,252
product_db.py,func,get_product_id_by_model_name,254,269
product_db.py,func,list_product_categories,274,282
product_db.py,func,list_products,208,231
product_db.py,func,update_product,174,194
product_db.py,func,update_product_image,271,272
pv_visuals.py,func,_export_plotly_fig_to_bytes_pv_viz,34,60
pv_visuals.py,func,get_text_pv_viz,16,31
pv_visuals.py,func,render_amortisation_pv_data,171,233
pv_visuals.py,func,render_break_even_pv_data,120,169
pv_visuals.py,func,render_co2_savings_visualization,235,408
pv_visuals.py,func,render_yearly_production_pv_data,62,117
quick_calc.py,func,render_quick_calc,23,56
scenario_manager.py,func,generate_comparison_scenarios,21,28
scenario_manager.py,func,simulate_scenario,11,18
solar_calculator.py,func,_dummy_get_product_by_model_name,18,19
solar_calculator.py,func,_dummy_list_products,15,16
solar_calculator.py,func,_ensure_project_data_dicts,37,47
solar_calculator.py,func,_get_text,28,34
solar_calculator.py,func,_product_names_by_category,50,70
solar_calculator.py,func,render_solar_calculator,73,291
theming/pdf_styles.py,func,get_theme,107,118
tools/import_module_attributes_generic.py,func,_build_module_warranty_text,108,122
tools/import_module_attributes_generic.py,func,_canonical_map,36,88
tools/import_module_attributes_generic.py,func,_ensure_product,127,199
tools/import_module_attributes_generic.py,func,_flatten,423,431
tools/import_module_attributes_generic.py,func,_import_csv_xlsx,315,396
tools/import_module_attributes_generic.py,func,_import_image,476,493
tools/import_module_attributes_generic.py,func,_import_json_yaml,434,450
tools/import_module_attributes_generic.py,func,_import_txt_md,462,473
tools/import_module_attributes_generic.py,func,_load_json,399,406
tools/import_module_attributes_generic.py,func,_load_yaml,409,420
tools/import_module_attributes_generic.py,func,_normalize_record,202,249
tools/import_module_attributes_generic.py,func,_parse_kv_lines,453,459
tools/import_module_attributes_generic.py,func,_process_record,252,312
tools/import_module_attributes_generic.py,func,_to_number,91,105
tools/import_module_attributes_generic.py,func,import_any_from_path,496,553
tools/repo_porter.py,func,_anchor_after_class_body,310,316
tools/repo_porter.py,func,_anchor_after_last_toplevel,300,308
tools/repo_porter.py,func,_anchor_context,318,324
tools/repo_porter.py,func,_detect_class_indent,580,586
tools/repo_porter.py,func,_indent_block,588,597
tools/repo_porter.py,func,cmd_apply,477,578
tools/repo_porter.py,func,cmd_scan,361,456
tools/repo_porter.py,func,collect_decorator_lines,147,149
tools/repo_porter.py,func,collect_import_line_numbers,140,145
tools/repo_porter.py,func,collect_name_reads,133,138
tools/repo_porter.py,func,compute_missing,243,298
tools/repo_porter.py,func,extract_block,328,332
tools/repo_porter.py,func,extract_imports,334,343
tools/repo_porter.py,func,find_import_insertion_line,465,475
tools/repo_porter.py,func,get_module_docstring_node,109,112
tools/repo_porter.py,func,index_repo,153,227
tools/repo_porter.py,func,insert_at_line,460,463
tools/repo_porter.py,func,is_code_dir,85,86
tools/repo_porter.py,func,iter_py_files,88,95
tools/repo_porter.py,func,main,601,620
tools/repo_porter.py,func,node_signature,114,131
tools/repo_porter.py,func,read_lines,100,101
tools/repo_porter.py,func,relpath,97,98
tools/repo_porter.py,func,segment,103,107
tools/repo_porter.py,func,write_csv,347,353
tools/repo_porter.py,func,write_text,355,357
tools/repo_porter.py,class,DefInfo,60,71
tools/repo_porter.py,class,MissingItem,232,241
tools/repo_porter.py,class,ModuleIndex,74,81
tools/repo_porter.py,class,SymbolKey,55,57
tools/smoke_crm_save.py,func,main,7,47
utils.py,func,format_euro,13,15
utils.py,func,is_valid_email,8,11
utils.py,func,kwh_to_car_km_equivalent,40,56
utils.py,func,kwh_to_flights_equivalent,58,75
utils.py,func,kwh_to_trees_equivalent,21,38
